"""course code""","""course name""","""prerequisites""","""restrictions"""
"""CLAS*3060""","""The Roman Revolution (in Latin)""","""LAT*2000""","""{}"""
"""CLAS*3070""","""The History of the Hellenistic World (in Greek)""","""GREK*2020""","""{}"""
"""CLAS*3080""","""Epic Heroes and Poems (in Greek)""","""GREK*2020""","""{}"""
"""CLAS*3090""","""Tragedy and Comedy (in Greek)""","""GREK*2020""","""{}"""
"""CLAS*3100""","""Religion in Greece and Rome""","""CLAS*1000 OR CLAS*2000""","""{}"""
"""CLAS*3120""","""Religion in Greece and Rome (in Latin)""","""LAT*2000""","""{}"""
"""CLAS*3150""","""Space: Roman Art and Urbanism""","""()""","""{}"""
"""CLAS*3300""","""Directed Reading in Greek or Latin""","""[LAT*2000 AND (CLAS*2350 OR CLAS*3010 OR CLAS*3100 OR CLAS*4000] OR or [GREK*2020 OR (1 of CLAS*3000 OR CLAS*3020 OR CLAS*3030 OR CLAS*3040)])""","""{}"""
"""CLAS*3700""","""Experiential Learning and Language""","""10.00 credits AND 1.50 credits in Classics.""","""{}"""
"""CLAS*3900""","""Gender and Sexuality in Antiquity""","""One of CLAS*1000 AND CLAS*2000 AND SXGN*1000""","""{}"""
"""CLAS*4000""","""Novel and Romance in Antiquity""","""CLAS*3030 OR CLAS*3040""","""{}"""
"""CLAS*4010""","""Novel and Romance in Antiquity (in Latin)""","""LAT*2000""","""{}"""
"""CLAS*4150""","""Research Paper in Classics""","""1.50 credits in Classical Studies courses at the 3000 level""","""{}"""
"""CLAS*4400""","""Seminar in Classics""","""1.50 credits in Classical Studies at the 3000 level""","""{}"""
"""COOP*1000""","""Co-op Work Term I""","""COOP*1100""","""{}"""
"""COOP*1100""","""Introduction to Co-operative Education""","""2.00 credits""","""{}"""
"""COOP*2000""","""Co-op Work Term II""","""Completion of previous co-op work requirements in COOP*1000""","""{}"""
"""COOP*3000""","""Co-op Work Term III""","""Completion of previous co-op work requirements in COOP*2000""","""{}"""
"""COOP*4000""","""Co-op Work Term IV""","""Completion of previous co-op work requirements in COOP*3000""","""{}"""
"""COOP*5000""","""Co-op Work Term V""","""Completion of previous co-op work requirements in COOP*4000""","""{}"""
"""CIS*1050""","""Web Design and Development""","""()""","""{}"""
"""CIS*1200""","""Introduction to Computing""","""()""","""{CIS*1000}"""
"""CIS*1250""","""Software Design I""","""()""","""{}"""
"""CIS*1300""","""Programming""","""()""","""{CIS*1500}"""
"""CIS*1500""","""Introduction to Programming""","""()""","""{CIS*1300}"""
"""CIS*1910""","""Discrete Structures in Computing I""","""()""","""{}"""
"""CIS*2030""","""Structure and Application of Microcomputers""","""CIS*1910 AND CIS*2500""","""{}"""
"""CIS*2170""","""User Interface Design""","""CIS*1200 OR CIS*1300 OR CIS*1500""","""{}"""
"""CIS*2250""","""Software Design II""","""CIS*1250 AND CIS*1300""","""{}"""
"""CIS*2430""","""Object Oriented Programming""","""CIS*2500""","""{}"""
"""CIS*2500""","""Intermediate Programming""","""CIS*1300""","""{}"""
"""CIS*2520""","""Data Structures""","""(CIS*2500 OR ENGG*1420) AND (CIS*1910 OR ENGG*1500 OR MATH*2000)""","""{}"""
"""CIS*2750""","""Software Systems Development and Integration""","""CIS*2520 AND (CIS*2430 OR ENGG*1420)""","""{}"""
"""CIS*2910""","""Discrete Structures in Computing II""","""(CIS*1300 OR ENGG*1410) AND (CIS*1910 OR ENGG*1500)""","""{}"""
"""CIS*3050""","""Systems Programming""","""CIS*3110""","""{}"""
"""CIS*3090""","""Parallel Programming""","""(CIS*2030 OR ENGG*3640) AND CIS*3110""","""{}"""
"""CIS*3110""","""Operating Systems I""","""CIS*2520 AND (CIS*2030 OR ENGG*2410).""","""{}"""
"""CIS*3120""","""Digital Systems I""","""CIS*1910 AND CIS*2500""","""{}"""
"""CIS*3130""","""System Modeling and Simulation""","""CIS*2500 AND STAT*2040""","""{CIS*2460}"""
"""CIS*3150""","""Theory of Computation""","""CIS*2750 AND CIS*3490""","""{}"""
"""CIS*3190""","""Software for Legacy Systems""","""CIS*2500 OR work experience in a related field.""","""{}"""
"""CIS*3210""","""Computer Networks""","""CIS*3110""","""{}"""
"""CIS*3250""","""Software Design III""","""CIS*2250 AND CIS*2500""","""{}"""
"""CIS*3260""","""Software Design IV""","""CIS*2750 AND CIS*3250 AND CIS*3760""","""{}"""
"""CIS*3490""","""The Analysis and Design of Computer Algorithms""","""[CIS*1910 OR CIS*2910 and ENGG*1500] AND CIS*2520""","""{}"""
"""CIS*3530""","""Data Base Systems and Concepts""","""CIS*2520""","""{}"""
"""CIS*3700""","""Introduction to Intelligent Systems""","""(CIS*3750 OR CIS*3760) AND (CIS*2460 OR STAT*2040)""","""{}"""
"""CIS*3750""","""System Analysis and Design in Applications""","""9.00 credits AND CIS*2520 AND (CIS*2430 OR ENGG*1420)""","""{}"""
"""CIS*3760""","""Software Engineering""","""CIS*2750 AND CIS*3750""","""{}"""
"""CIS*4010""","""Cloud Computing""","""CIS*3110""","""{}"""
"""CIS*4020""","""Data Science""","""CIS*2750 AND MATH*1160 AND STAT*2040""","""{}"""
"""CIS*4030""","""Mobile Computing""","""CIS*2030 AND CIS*2750 AND CIS*3110""","""{}"""
"""CIS*4050""","""Digital Systems II""","""CIS*3110 AND CIS*3120""","""{}"""
"""CIS*4150""","""Software Reliability and Testing""","""CIS*3750 OR CIS*3760 OR ENGG*4450""","""{}"""
"""CIS*4250""","""Software Design V""","""CIS*2750 AND CIS*3260""","""{}"""
"""CIS*4300""","""Human Computer Interaction""","""CIS*3110 AND (CIS*3750 OR CIS*3760 OR ENGG*4450)""","""{}"""
"""CIS*4450""","""Special Topics in Information Science""","""()""","""{}"""
"""CIS*4500""","""Special Topics in Computing Science""","""()""","""{}"""
"""CIS*4510""","""Computer Security Foundations""","""CIS*3210""","""{CIS*4110}"""
"""CIS*4520""","""Introduction to Cryptography""","""CIS*3490""","""{CIS*4110}"""
"""CIS*4650""","""Compilers""","""CIS*2030 AND CIS*3110 AND CIS*3150""","""{}"""
"""CIS*4720""","""Image Processing and Vision""","""CIS*2750 AND CIS*3110 AND (CIS*2460 OR STAT*2040)""","""{}"""
"""CIS*4780""","""Computational Intelligence""","""CIS*3490 AND (CIS*3750 OR CIS*3760) AND (CIS*2460 OR STAT*2040)""","""{}"""
"""CIS*4800""","""Computer Graphics""","""CIS*3110 AND (CIS*3750 OR CIS*3760)""","""{}"""
"""CIS*4820""","""Game Programming""","""CIS*3110 AND (CIS*3750 OR CIS*3760)""","""{}"""
"""CIS*4900""","""Computer Science Project""","""7.00 credits in CIS""","""{}"""
"""CIS*4910""","""Computer Science Thesis""","""CIS*4900""","""{}"""
"""CRWR*1000""","""Elements of Storytelling""","""()""","""{ENGL*2920}"""
"""CRWR*2000""","""Reading As a Writer""","""()""","""{}"""
"""CRWR*2100""","""Fiction Workshop: Writing the Anthropocene""","""()""","""{CRWR*2150}"""
"""CRWR*2150""","""Speculative Fiction Workshop""","""()""","""{CRWR*2100}"""
"""CRWR*2200""","""Creative Nonfiction Workshop: Writing Nature""","""CRWR*2000""","""{ENGL*3030}"""
"""CRWR*2300""","""Poetry Workshop""","""()""","""{ENGL*3060}"""
"""CRWR*2400""","""Screenwriting Workshop""","""()""","""{ENGL*3070}"""
"""CRWR*3100""","""Fiction Writing Workshop""","""(CRWR*2100 OR CRWR*2150 OR ENGL*1080 OR ENGL*2920)""","""{}"""
"""CRWR*3200""","""Creative Nonfiction Writing Workshop Workshop""","""CRWR*2200 OR ENGL*1080 AND ENGL*2920""","""{}"""
"""CRWR*3300""","""Poetry Workshop: Ecopoetics""","""CRWR*2300""","""{ENGL*2940}"""
"""CRWR*3400""","""Screenwriting Workshop: Writing For Inclusive Screens""","""CRWR*2400""","""{}"""
"""CRWR*3500""","""Advanced Writing for Performance: Writing for Inclusive Stage""","""CRWR*2400 OR THST*2120""","""{}"""
"""CRWR*4100""","""Capstone Prose/Narrative Workshop""","""CRWR*3100""","""{}"""
"""CRWR*4300""","""Capstone Poetics Workshop""","""CRWR*3300""","""{}"""
"""CRWR*4400""","""Capstone Scriptwriting Workshop""","""CRWR*3400 OR CRWR*3500""","""{}"""
"""CROP*4220""","""Cropping Systems""","""(CROP*3300 OR CROP*3310 OR CROP*3340 OR (1 of AGR*2320 OR ENVS*3080 OR ENVS*4090 OR ENVS*4160))""","""{}"""
"""CROP*4240""","""Weed Science""","""AGR*2470""","""{}"""
"""CROP*4260""","""Crop Science Field Trip""","""12.50 credits AND AGR*2470""","""{}"""
"""CROP*3300""","""Grain Crops""","""AGR*2050 OR AGR*2470""","""{}"""
"""CROP*3310""","""Protein and Oilseed Crops""","""AGR*2050 OR AGR*2470""","""{}"""
"""CROP*3340""","""Managed Grasslands""","""AGR*2050 OR AGR*2320 OR AGR*2470 OR ENVS*2060""","""{}"""
"""CTS*1000""","""Culture and Technology: Keywords""","""()""","""{}"""
"""CTS*2000""","""Scripting for the Humanities""","""2.00 credits OR CTS*1000""","""{}"""
"""CTS*2010""","""Digital Approaches to Culture""","""2.00 credits OR CTS*1000""","""{}"""
"""CTS*3000""","""Data and Difference""","""CTS*1000 AND (CTS*2000 OR CTS*2010)""","""{}"""
"""CTS*3010""","""Digital Arts & Critical Making""","""CTS*1000 AND (CTS*2000 OR CTS*2010)""","""{}"""
"""CTS*3020""","""Digital Storytelling""","""CTS*1000 AND (CTS*2000 OR CTS*2010)""","""{}"""
"""CTS*3030""","""Summer Workshop""","""CTS*2000 AND CTS*2010""","""{}"""
"""CTS*4000""","""Digital Publishing""","""10.00 credits OR 1.50 credits in CTS""","""{}"""
"""CTS*4010""","""Project Management and Prototyping""","""CTS*2000 AND CTS*2010 AND and CTS*3000""","""{}"""
"""CTS*4020""","""Digital Research Project""","""Take CTS*4010""","""{}"""
"""CTS*4030""","""Independent Project""","""10.00 credits AND CTS*2000 AND CTS*2010""","""{}"""
"""ECON*1100""","""Introductory Macroeconomics""","""()""","""{}"""
"""ECON*2100""","""Economic Growth and Environmental Quality""","""ECON*1050 OR FARE*1040""","""{}"""
"""ECON*2310""","""Intermediate Microeconomics""","""(ECON*1050 OR FARE*1040) AND (IPS*1500 OR MATH*1030 OR MATH*1080 OR MATH*1200)""","""{}"""
"""ECON*2410""","""Intermediate Macroeconomics""","""ECON*1100 AND (IPS*1500 OR MATH*1030 OR MATH*1080 OR MATH*1200)""","""{}"""
"""ECON*2650""","""Introductory Development Economics""","""ECON*1100 (ECON*1050 OR FARE*1040)""","""{}"""
"""ECON*1050""","""Introductory Microeconomics""","""()""","""{}"""
"""ECON*2740""","""Economic Statistics""","""ECON*1100 AND (ECON*1050 AND OR FARE*1040) AND (MATH*1000 OR MATH*1030 OR MATH*1050 OR MATH*1080 OR MATH*1200)""","""{}"""
"""ECON*2770""","""Introductory Mathematical Economics""","""ECON*1100 AND (ECON*1050 AND OR FARE*1040) AND (MATH*1030 OR MATH*1080 OR MATH*1200)""","""{}"""
"""ECON*3100""","""Game Theory""","""ECON*2310 AND ECON*2410 AND (ECON*2770 OR MATH*1210)""","""{ECON*3770}"""
"""ECON*3300""","""Economics of Health and the Workplace""","""ECON*2310 AND (ECON*2740 OR PSYC*2010 OR STAT*2040 OR STAT*2050 OR STAT*2060 OR STAT*2080 OR STAT*2090 OR STAT*2100 OR STAT*2120)""","""{}"""
"""ECON*3400""","""The Economics of Personnel Management""","""ECON*2310 OR ECON*2200""","""{}"""
"""ECON*3500""","""Urban Economics""","""ECON*2310""","""{}"""
"""ECON*3520""","""Labour Economics""","""ECON*2310 AND (ECON*2740 OR PSYC*2010 OR STAT*2040 OR STAT*2050 OR STAT*2060 OR STAT*2080 OR STAT*2090 OR STAT*2100 OR STAT*2120)""","""{}"""
"""ECON*3530""","""Industrial Organization""","""ECON*2310 AND (ECON*2770 OR MATH*1210)""","""{}"""
"""ECON*3580""","""Economics of Regulation""","""ECON*2310""","""{}"""
"""ECON*3610""","""Public Economics""","""ECON*2310""","""{}"""
"""ECON*3620""","""International Trade""","""ECON*2310""","""{}"""
"""ECON*3710""","""Advanced Microeconomics""","""ECON*2310 AND (ECON*2770 OR MATH*1210). A grade average of 70% OR more in these courses is recommended.""","""{}"""
"""ECON*3730""","""The Origins of International Inequality""","""9.00 credits AND ECON*1050 AND ECON*1100""","""{}"""
"""ECON*3740""","""Introduction to Econometrics""","""ECON*1100 AND (ECON*1050 OR FARE*1040) AND (ECON*2740 OR STAT*2040 OR STAT*2060 OR STAT*2080 OR (ECON*2770 OR MATH*1210))""","""{}"""
"""ECON*3810""","""Advanced Macroeconomics""","""ECON*2410 AND (ECON*2740 OR STAT*2040) AND (ECON*2770 OR MATH*1210)""","""{}"""
"""ECON*3900""","""Intermediate Special Study in Economics""","""ECON*2310 AND ECON*2410 AND ECON*2740 AND ECON*2770""","""{}"""
"""ECON*4400""","""Managerial Economics""","""ECON*2310 Students must have completed a minimum of 12 credits.""","""{}"""
"""ECON*4500""","""Topics in Urban Economics""","""ECON*3740 AND (ECON*3710 OR ECON*3500)""","""{}"""
"""ECON*4640""","""Advanced Econometrics""","""ECON*3740""","""{}"""
"""ECON*4700""","""Advanced Mathematical Economics""","""ECON*3710 AND ECON*3740""","""{}"""
"""ECON*4710""","""Advanced Topics in Microeconomics""","""ECON*3710""","""{}"""
"""ECON*4720""","""Topics in Economic History""","""12.50 credits AND (ECON*2310 OR ECON*2720 OR ECON*3720 OR ECON*3730)""","""{}"""
"""ECON*4750""","""Topics in Public Economics""","""ECON*3710""","""{}"""
"""ECON*4760""","""Topics in Monetary Economics""","""(ECON*3600 OR ECON*3810) AND ECON*3740 AND [(ECON*3510 OR ECON*3710 OR (ECON*3960 OR FIN*3500)])""","""{}"""
"""ECON*4780""","""Topics in Industrial Organization""","""ECON*3530 AND ECON*3740""","""{}"""
"""ECON*4790""","""Topics in Labour Market Theory""","""ECON*3740 AND (ECON*3710 OR ECON*3520)""","""{}"""
"""ECON*4800""","""Competitiveness and Strategic Advantage""","""14.50 credits AND ECON*2310 AND (BUS*3320 OR MGMT*3320) AND (ECON*2560 OR FIN*2000)""","""{}"""
"""ECON*4810""","""Advanced Topics in Macroeconomics""","""ECON*3740 AND ECON*3810""","""{}"""
"""ECON*4830""","""Economic Development""","""ECON*2310""","""{}"""
"""ECON*4860""","""Seminar in Current Economic Problems""","""(ECON*3600 OR ECON*3810) AND ECON*3710 AND ECON*3740""","""{}"""
"""ECON*4880""","""Topics in International Economics""","""([or ECON*3610 OR ECON*3810 OR (ECON*3860 OR FIN*3400)] OR (ECON*3710 OR ECON*3620))""","""{}"""
"""ECON*4890""","""History of Economic Thought""","""ECON*2310 AND ECON*2410""","""{}"""
"""ECON*4900""","""Special Study in Economics""","""(ECON*3600 OR ECON*3810) AND ECON*3710 AND ECON*3740""","""{}"""
"""ECON*4910""","""Special Study in Economics""","""(ECON*3600 OR ECON*3810) AND ECON*3710 AND ECON*3740""","""{}"""
"""ECON*4930""","""Environmental Economics""","""14.50 credits AND ECON*2310 AND ECON*2770""","""{}"""
"""ENGG*1070""","""Occupational Health and Safety""","""()""","""{}"""
"""ENGG*1100""","""Engineering and Design I""","""()""","""{}"""
"""ENGG*1210""","""Engineering Mechanics I""","""MATH*1200 AND PHYS*1130""","""{}"""
"""ENGG*1410""","""Introductory Programming for Engineers""","""()""","""{}"""
"""ENGG*1420""","""Object-Oriented Programming for Engineers""","""ENGG*1410""","""{}"""
"""ENGG*1500""","""Engineering Analysis""","""()""","""{MATH*1160,MATH*2150,MATH*2160}"""
"""ENGG*2010""","""Introduction to Biological Engineering""","""CHEM*1040 AND (MATH*1090 OR MATH*1210)""","""{ENGG*2660}"""
"""ENGG*2100""","""Engineering and Design II""","""Completion of 4.00 credits AND ENGG*1100""","""{}"""
"""ENGG*2120""","""Material Science""","""CHEM*1040 AND PHYS*1130""","""{}"""
"""ENGG*2130""","""Introduction to Environmental Engineering""","""4.00 credits""","""{}"""
"""ENGG*2160""","""Engineering Mechanics II""","""ENGG*1210 AND ENGG*1500 AND 0.50 credits in calculus""","""{}"""
"""ENGG*2180""","""Introduction to Manufacturing Processes""","""ENGG*2160""","""{}"""
"""ENGG*2230""","""Fluid Mechanics""","""ENGG*1210 AND MATH*1210""","""{}"""
"""ENGG*2340""","""Kinematics and Dynamics""","""ENGG*1210""","""{}"""
"""ENGG*2400""","""Engineering Systems Analysis""","""ENGG*1210 AND ENGG*1500 AND MATH*1200 AND MATH*1210 AND PHYS*1010""","""{}"""
"""ENGG*2410""","""Digital Systems Design Using Descriptive Languages""","""PHYS*1130 AND (CIS*1300 OR CIS*1500 OR ENGG*1410)""","""{}"""
"""ENGG*2450""","""Electric Circuits""","""PHYS*1010""","""{}"""
"""ENGG*2550""","""Water Management""","""5.00 credits AND CHEM*1040""","""{}"""
"""ENGG*2560""","""Environmental Engineering Systems""","""CHEM*1050 AND MATH*2270""","""{}"""
"""ENGG*2660""","""Biological Engineering Systems I""","""ENGG*2400 AND MATH*2270 AND (BIOL*1070 OR BIOL*1080 OR BIOL*1090)""","""{}"""
"""ENGG*3010""","""Introduction to Bioprocess Engineering""","""BIOC*2580 AND CHEM*1050 AND ENGG*2010""","""{}"""
"""ENGG*3020""","""Heat and Mass Transfer in Biological and Bioenvironmental Systems""","""ENGG*2010""","""{ENGG*3160,ENGG*3430}"""
"""ENGG*3050""","""Embedded Reconfigurable Computing Systems""","""ENGG*2410 AND ENGG*3380""","""{}"""
"""ENGG*3070""","""Integrated Manufacturing Systems""","""ENGG*2120""","""{}"""
"""ENGG*3080""","""Energy Resources and Technologies""","""()""","""{}"""
"""ENGG*3100""","""Engineering and Design III""","""Completion of 6.00 credits of ENGG courses including ENGG*2100""","""{}"""
"""ENGG*3120""","""Computer Aided Design and Manufacturing""","""ENGG*2100 AND ENGG*3280""","""{}"""
"""ENGG*3130""","""Modelling Complex Systems""","""ENGG*2400 AND STAT*2120 AND (CIS*1300 OR CIS*1500 OR ENGG*1410)""","""{}"""
"""ENGG*3140""","""Mechanical Vibration""","""ENGG*2340 AND MATH*2270""","""{}"""
"""ENGG*3150""","""Engineering Biomechanics""","""4.00 ENGG credits AND including ENGG*1210""","""{}"""
"""ENGG*3160""","""Biological Engineering Systems II""","""ENGG*2230 AND ENGG*2660""","""{}"""
"""ENGG*3170""","""Biomaterials""","""ENGG*2120""","""{}"""
"""ENGG*3180""","""Air Quality""","""ENGG*2230 AND (ENGG*2010 OR ENGG*2560 OR ENGG*2660)""","""{}"""
"""ENGG*3210""","""Communication Systems""","""MATH*2130 AND STAT*2120""","""{}"""
"""ENGG*3220""","""Groundwater Engineering""","""ENGG*2230""","""{}"""
"""ENGG*3240""","""Engineering Economics""","""10.25 credits including AND MATH*1210""","""{}"""
"""ENGG*3250""","""Energy Management and Utilization""","""()""","""{}"""
"""ENGG*3260""","""Thermodynamics""","""CHEM*1040 AND ENGG*2230 AND ENGG*2400 AND MATH*2270""","""{}"""
"""ENGG*3270""","""Electromagnetics in Biomedical Engineering""","""ENGG*2450""","""{}"""
"""ENGG*3280""","""Machine Design""","""ENGG*2120 AND ENGG*2160 AND ENGG*2230 AND ENGG*2340 AND ENGG*2450""","""{}"""
"""ENGG*3340""","""Geographic Information Systems in Environmental Engineering""","""(CIS*1300 OR CIS*1500 OR ENGG*1410 OR (MATH*1080 OR MATH*1200))""","""{}"""
"""ENGG*3370""","""Applied Fluids and Thermodynamics""","""ENGG*2230 AND ENGG*3260""","""{}"""
"""ENGG*3380""","""Computer Organization and Design""","""ENGG*2410""","""{}"""
"""ENGG*3390""","""Signal Processing""","""ENGG*2400""","""{}"""
"""ENGG*3410""","""Systems and Control Theory""","""ENGG*2400 AND MATH*2270""","""{}"""
"""ENGG*3430""","""Heat and Mass Transfer""","""ENGG*2230 AND ENGG*3260 AND MATH*2270""","""{}"""
"""ENGG*3440""","""Process Control""","""ENGG*2400 AND MATH*2270""","""{}"""
"""ENGG*3450""","""Electronic Devices""","""ENGG*2450""","""{}"""
"""ENGG*3470""","""Mass Transfer Operations""","""ENGG*2230 AND ENGG*3260 AND MATH*2270""","""{}"""
"""ENGG*3490""","""Introduction to Mechatronic Systems Design""","""ENGG*2340 AND ENGG*2450""","""{}"""
"""ENGG*3510""","""Electromechanical Devices""","""ENGG*2450 AND PHYS*1010""","""{}"""
"""ENGG*3570""","""MEMS and Microfabrication""","""ENGG*2450 AND PHYS*1010""","""{}"""
"""ENGG*3590""","""Water Quality""","""ENGG*2230 AND STAT*2120 AND (BIOL*1090 OR MICR*2420) AND (ENGG*2010 OR ENGG*2560)""","""{}"""
"""ENGG*3640""","""Microcomputer Interfacing""","""ENGG*2410 AND ENGG*2450""","""{}"""
"""ENGG*3650""","""Hydrology""","""(ENGG*2230 OR MET*2030) AND (MATH*1210 OR MATH*2080) AND (STAT*2120 OR STAT*2040) AND and competency in computing.""","""{}"""
"""ENGG*3670""","""Soil Mechanics""","""ENGG*2120 AND ENGG*2230""","""{}"""
"""ENGG*3700""","""Optimization for Engineers""","""MATH*2130 AND MATH*2270 AND (CIS*1300 OR CIS*1500 OR ENGG*1410)""","""{}"""
"""ENGG*3830""","""Bio-Process Engineering""","""ENGG*2230 AND ENGG*2660""","""{}"""
"""ENGG*4000""","""Proposal for Engineering Design IV""","""ENGG*3100""","""{}"""
"""ENGG*4010""","""Unit Operations""","""(ENGG*2230 OR FOOD*2620) AND (ENGG*3020 OR ENGG*3430 OR FOOD*3170)""","""{ENGG*3830}"""
